Metric/train_mean,Metric/val_mean,Metric/test_mean,num_train_data
300.0,0.3100607693195343,0.31151652336120605,50.0
300.0,0.2714897394180298,0.27319061756134033,150.0
300.0,0.2670588195323944,0.2722848951816559,250.0
300.0,0.2610941231250763,0.2716533839702606,350.0
300.0,0.2501883804798126,0.2536284923553467,450.0
300.0,0.24304059147834778,0.2435562163591385,550.0
300.0,0.23948456346988678,0.24249646067619324,650.0
300.0,0.2320280522108078,0.2372812032699585,750.0
300.0,0.23047968745231628,0.23900747299194336,850.0
300.0,0.2282096892595291,0.23025229573249817,950.0
300.0,0.22933489084243774,0.23745469748973846,1050.0
300.0,0.2233888953924179,0.23071061074733734,1150.0
300.0,0.21083499491214752,0.21864891052246094,1250.0
300.0,0.21738925576210022,0.22375544905662537,1350.0
300.0,0.21349553763866425,0.2191775143146515,1450.0
300.0,0.20941674709320068,0.21341119706630707,1550.0
