Metric/train_mean,Metric/val_mean,Metric/test_mean,num_train_data
0.10488843086066817,0.2700910305030265,0.27278797762542684,50.0
0.029435259487949755,0.22628533986457486,0.23186860119633776,150.0
0.014915624874826559,0.17106216387449394,0.1739926504316355,250.0
0.016856562332679858,0.12623603520905483,0.12830768268416642,350.0
0.017152628668669935,0.12706054017069904,0.1077881349064567,450.0
0.015536123655535103,0.06425189538566604,0.06496125257811959,550.0
0.015401937766019542,0.04786496743772396,0.046252459330353324,650.0
0.013489941060532636,0.05103489441857013,0.040482940595351536,750.0
0.011943548607568348,0.02539822788110065,0.02572122530704911,850.0
0.010707314233691553,0.0344785108607238,0.033468229111110054,950.0
0.011064873462309215,0.024506790301510612,0.024260506432061527,1050.0
0.013520044311252755,0.025970983234037914,0.026707940974368467,1150.0
0.008993631306095033,0.019423689960012147,0.02047084616814114,1250.0
0.009154163003862134,0.023539699412367793,0.023874809808145103,1350.0
0.008447168340462921,0.016078688684487304,0.016011046267935973,1450.0
0.010430465961468238,0.01985139093791594,0.02001677773171105,1550.0
