Metric/train_mean,Metric/val_mean,Metric/test_mean,num_train_data
0.2915220364059206,0.28278598679487665,0.2956257389425992,50.0
0.1727655385362208,0.24360096211557103,0.24372199363910305,150.0
0.0577467078106818,0.21506730814102232,0.2226167272797716,250.0
0.05304840816651642,0.19282506608019362,0.19515953430078506,350.0
0.07555840681115693,0.17717306765188612,0.1814672127902133,450.0
0.08934588973337908,0.16453572503255584,0.16661673687793713,550.0
0.11127508374002627,0.15302936286151783,0.1537269390046482,650.0
0.08602275350344969,0.14310786651820268,0.14498398781031868,750.0
0.07633592594918535,0.1508585154934789,0.1507136641467049,850.0
0.07656871720486438,0.13469748274293541,0.13474916256182493,950.0
0.09158562088658415,0.13662456665150027,0.13754714980942145,1050.0
0.08359970846704355,0.1311741960006423,0.13429534299159954,1150.0
0.07854583839563804,0.12392648351746484,0.1288160929413757,1250.0
0.07537862455458716,0.11886044288862294,0.12272080629111433,1350.0
0.07827104582289196,0.11987529949615336,0.12294035149395467,1450.0
0.07302360657555496,0.11622793818345564,0.11780386825052754,1550.0
