Metric/train_mean,Metric/val_mean,Metric/test_mean,num_train_data
0.09661667659943768,0.29285169673946404,0.28682369527783047,50.0
0.07260261470037914,0.17534067650285817,0.18694540606289659,150.0
0.041423490194439555,0.16510581899616852,0.1676814107168141,250.0
0.034323208360229236,0.11445822295676236,0.11941610129152745,350.0
0.02892877054092362,0.09388857491772412,0.09842709457335962,450.0
0.026338142237150274,0.07937766661713594,0.08039629362054222,550.0
0.04520345841958055,0.07912100463881644,0.07844929936818187,650.0
0.03169667983563785,0.07199050032063636,0.07132182074574268,750.0
0.03275999805364956,0.0700083487513474,0.07206910297575368,850.0
0.027619951644112316,0.0650485252151469,0.06545983672462169,950.0
0.033734848436620425,0.06431456619143477,0.06499593918211997,1050.0
0.02812263613057639,0.06252594109535442,0.061780412120295135,1150.0
0.027697305410768376,0.060297926531236556,0.058527027659352096,1250.0
0.02439880131299525,0.05668165468039407,0.05596203271581386,1350.0
0.02852207398731576,0.056380814586285494,0.05465170272248814,1450.0
0.02818952804599032,0.05569286212596019,0.05591055845026208,1550.0
