Metric/train_mean,Metric/val_mean,Metric/test_mean,num_train_data
0.058473069332273246,0.17487797790851756,0.18166724436381101,50.0
0.05110714319417553,0.11618737748461715,0.12847714237624522,150.0
0.03243163961286581,0.10440584768005846,0.10709631662467231,250.0
0.0252645463143943,0.09367882942044704,0.09691980958173278,350.0
0.03117068773575381,0.08992841860269425,0.0908699064796836,450.0
0.03481448561799703,0.08291620411932263,0.08661209812537315,550.0
0.046959326040041355,0.08394501830306687,0.08693467088319132,650.0
0.03232623195475255,0.07529060488872158,0.07511966980795223,750.0
0.03600587101342381,0.0758956782332128,0.07620413255282142,850.0
0.03544028237436297,0.06913588771397958,0.06962651009356212,950.0
0.041464613003001215,0.07170769449151752,0.07376328867816562,1050.0
0.03359133096144265,0.06500902857862494,0.0649775346880098,1150.0
0.03225406141778505,0.06603411491382138,0.06453285166095177,1250.0
0.029294264011063324,0.05860790368583315,0.060187635150891095,1350.0
0.03327757894285022,0.06025733122260541,0.06148168810025103,1450.0
0.031937290419062916,0.059304509546448385,0.06090955420775017,1550.0
