Metric/train_mean,Metric/val_mean,Metric/test_mean,num_train_data
0.18110419419078422,0.27341152550148956,0.28393794635700453,50.0
0.16240711565715812,0.2221215637545426,0.22483143067094216,150.0
0.09254012225339592,0.20896317807751913,0.20910462207095626,250.0
0.14200749123879122,0.19228121530771727,0.1942739469030297,350.0
0.08424058245820018,0.18108536127746955,0.18416239598349413,450.0
0.10770217122708382,0.17058068299211882,0.17307607902326705,550.0
0.1382051760322523,0.1735714353503629,0.1780666417146208,650.0
0.09841340485006507,0.15906974145735397,0.16260590137373554,750.0
0.09897454803997381,0.15855749735769625,0.16207883133941728,850.0
0.09707139369525984,0.1520699167626937,0.15208182297044479,950.0
0.10810782925105741,0.1461309930304996,0.14233746563371086,1050.0
0.08674107748063191,0.1404747151595701,0.13737744547416383,1150.0
0.09755116757139375,0.14090386541965474,0.149350212266232,1250.0
0.09157197076323075,0.1413837174462281,0.14052647386799308,1350.0
0.08724871906230307,0.12839932626888861,0.12905682366468532,1450.0
0.09152649105296136,0.13171661975065962,0.13050420981040456,1550.0
