Metric/train_mean,Metric/val_mean,Metric/test_mean,num_train_data
300.0,0.3191307485103607,0.3193257749080658,50.0
300.0,0.16937300562858582,0.1734304577112198,150.0
300.0,0.14673075079917908,0.1472206711769104,250.0
300.0,0.1165490448474884,0.12192521244287491,350.0
300.0,0.10586380958557129,0.1077493205666542,450.0
300.0,0.09408365935087204,0.10138928145170212,550.0
300.0,0.09129500389099121,0.0953628271818161,650.0
300.0,0.09330703318119049,0.094650499522686,750.0
300.0,0.0883759930729866,0.08963427692651749,850.0
300.0,0.08460979908704758,0.08564575016498566,950.0
300.0,0.07919517904520035,0.08044876903295517,1050.0
300.0,0.07699308544397354,0.07917182147502899,1150.0
300.0,0.07835882157087326,0.07698861509561539,1250.0
300.0,0.07532785087823868,0.0768251121044159,1350.0
300.0,0.07404449582099915,0.07492100447416306,1450.0
300.0,0.06987287104129791,0.07269029319286346,1550.0
