Metric/train_mean,Metric/val_mean,Metric/test_mean,num_train_data
0.05313144624233246,0.4052909016609192,0.41934722661972046,1000.0
0.05666228383779526,0.32449543476104736,0.33107662200927734,2000.0
0.03710196539759636,0.24739089608192444,0.2454954832792282,3000.0
0.03695764020085335,0.2221805453300476,0.20916908979415894,4000.0
0.0385027639567852,0.18636773526668549,0.1832532286643982,5000.0
0.03553326800465584,0.17982591688632965,0.1668596863746643,6000.0
0.01698024943470955,0.15420331060886383,0.1463550329208374,7000.0
0.02706097811460495,0.14105325937271118,0.12734448909759521,8000.0
0.023204302415251732,0.13003841042518616,0.10413386672735214,9000.0
0.02275785245001316,0.13073967397212982,0.10021461546421051,10000.0
