Metric/train_mean,Metric/val_mean,Metric/test_mean,num_train_data
0.01221903320401907,0.4738905727863312,0.47705134749412537,1000.0
0.015703272074460983,0.3318799138069153,0.28630757331848145,2000.0
0.02225457690656185,0.24407441914081573,0.21240399777889252,3000.0
0.016466034576296806,0.19003182649612427,0.15017007291316986,4000.0
0.01837262324988842,0.16683778166770935,0.12160104513168335,5000.0
0.026871683076024055,0.15403996407985687,0.11500338464975357,6000.0
0.017666960135102272,0.1431787759065628,0.10512465238571167,7000.0
0.01446627452969551,0.12478120625019073,0.09269395470619202,8000.0
0.008120952174067497,0.12020912021398544,0.08854427933692932,9000.0
0.010830395855009556,0.11519774794578552,0.08633635193109512,10000.0
