Metric/train_mean,Metric/val_mean,Metric/test_mean,num_train_data
300.0,0.4427648186683655,0.46817177534103394,1000.0
300.0,0.3531149625778198,0.3511759638786316,2000.0
300.0,0.2988511323928833,0.2929350435733795,3000.0
300.0,0.2622844874858856,0.25287696719169617,4000.0
300.0,0.25786393880844116,0.24458134174346924,5000.0
300.0,0.22836695611476898,0.20137456059455872,6000.0
300.0,0.20727965235710144,0.18680772185325623,7000.0
300.0,0.19878986477851868,0.1832442283630371,8000.0
300.0,0.18581722676753998,0.16336219012737274,9000.0
300.0,0.18311521410942078,0.16558215022087097,10000.0
